,rules
448,belästige und beleidige niemanden unterlasse unbedingt persönliche angriffe nicht allein und auch nicht als gruppe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationen wird als belästigung ausgelegt
449,respektiere den wunsch von nutzerinnen nicht kontaktiert zu werden wenn die person es angegeben hat
450,nationalistische propaganda und nazisymbolik werden auf diesem server nicht geduldet auch die förderungen der ideologie des nationalsozialismus sind verboten
451,poste oder teile keine pornografischen oder sexualisierten inhalte witze und kommentare mit pornografischen oder sexualisierten inhalten sind unerwünscht
452,spam oder kommerzielle werbung dürfen nicht veröffentlicht werden wir definieren kommerzielle werbung in diesem zusammenhang mit dem zweck des direkten oder indirekten geldverdienens
453,scheinargumente schwarze rhetorik oder sophismus killerphrasen sind unerwünscht
454,die befürwortung oder nutzung von rassistischer sexistischer homophober transphober behindertenfeindlicher oder anderweitig diskriminierender sowie hasserfüllter sprache dulden wir nicht
455,halte dich an die in deutschland geltenden gesetze
456,poste keine nachgewiesenen falschinformationen fakenews und verschwörungstheorien
457,die erlaubten sprachen sind deutsch und englisch
