Rules,Instance group
"'Dies setzt immer voraus, dass die Drittanbieter dieser Inhalte, die IP-Adresse der Nutzer wahrnehmen, da sie ohne die IP-Adresse die Inhalte nicht an deren Browser senden kÃ¶nnten. Die IP-Adresse ist damit fÃ¼r die Darstellung dieser Inhalte erforderlich. Wir bemÃ¼hen uns nur solche Inhalte zu verwenden, deren jeweilige Anbieter die IP-Adresse lediglich zur Auslieferung der Inhalte verwenden. Drittanbieter kÃ¶nnen ferner so genannte Pixel-Tags (unsichtbare Grafiken, auch als ""Web Beacons"" bezeichnet) fÃ¼r statistische oder Marketingzwecke verwenden. Durch die ""Pixel-Tags"" kÃ¶nnen Informationen, wie der Besucherverkehr auf den Seiten dieser Website ausgewertet werden. Die pseudonymen Informationen kÃ¶nnen ferner in Cookies auf dem GerÃ¤t der Nutzer gespeichert werden und unter anderem technische Informationen zum Browser und Betriebssystem, verweisende Webseiten, Besuchszeit sowie weitere Angaben zur Nutzung unseres Onlineangebotes enthalten, als auch mit solchen Informationen aus anderen Quellen verbunden werden.', ",1500 to 5000
"'Vimeo', ",1500 to 5000
"'Wir kÃ¶nnen die Videos der Plattform â€œVimeoâ€ des Anbieters Vimeo Inc., Attention: Legal Department, 555 West 18th Street New York, New York 10011, USA, einbinden. DatenschutzerklÃ¤rung: https://vimeo.com/privacy. WIr weisen darauf hin, dass Vimeo Google Analytics einsetzen kann und verweisen hierzu auf die DatenschutzerklÃ¤rung (https://www.google.com/policies/privacy) sowie Opt-Out-MÃ¶glichkeiten fÃ¼r Google-Analytics (http://tools.google.com/dlpage/gaoptout?hl=de) oder die Einstellungen von Google fÃ¼r die Datennutzung zu Marketingzwecken (https://adssettings.google.com/.).', ",1500 to 5000
"'Youtube', ",1500 to 5000
"'Wir binden die Videos der Plattform â€œYouTubeâ€ des Anbieters Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA, ein. DatenschutzerklÃ¤rung: https://www.google.com/policies/privacy/, Opt-Out: https://adssettings.google.com/authenticated.', ",1500 to 5000
"'OpenStreetMap', 'Wir binden die Landkarten des Dienstes ""OpenStreetMap"" ein (https://www.openstreetmap.de), die auf Grundlage der Open Data Commons Open Database Lizenz (ODbL) durch die OpenStreetMap Foundation (OSMF) angeboten werden. DatenschutzerklÃ¤rung: https://wiki.openstreetmap.org/wiki/Privacy_Policy ---). Nach unserer Kenntnis werden die Daten der Nutzer durch OpenStreetMap ausschlieÃŸlich zu Zwecken der Darstellung der Kartenfunktionen und Zwischenspeicherung der gewÃ¤hlten Einstellungen verwendet. Zu diesen Daten kÃ¶nnen insbesondere IP-Adressen und Standortdaten der Nutzer gehÃ¶ren, die jedoch nicht ohne deren Einwilligung (im Regelfall im Rahmen der Einstellungen ihrer MobilgerÃ¤te vollzogen), erhoben werden. Die Daten kÃ¶nnen in den USA verarbeitet werden. Weitere Informationen kÃ¶nnen Sie der DatenschutzerklÃ¤rung von OpenStreetMap entnehmen: https://wiki.openstreetmap.org/wiki/Privacy_Policy.', ",1500 to 5000
"'Hinweis und Quellangabe', ",1500 to 5000
"'Diese DatenschutzerklÃ¤rung wurde mit Hilfe eines Datenschutzgenerators erstellt und vom Betreiber an die Gegebenheiten dieser Friendica Instanz angepasst.', ",1500 to 5000
'Erstellt mit Datenschutz-Generator.de von RA Dr. Thomas Schwenke'],1500 to 5000
"['kein(e) BelÃ¤stigung, Stalking, Doxxing', ",1500 to 5000
"'keine Verbreitung von VerschwÃ¶rungstheorien und/oder deren BefÃ¼rwortung ', ",1500 to 5000
"'kein Rassismus, Sexismus, Beschimpfungen oder deren BefÃ¼rwortung ', ",1500 to 5000
"'keine Diskriminierung von Geschlechtern und sexuellen Minderheiten oder deren BefÃ¼rwortung ', ",1500 to 5000
"keine gewalttÃ¤tige nationalistische Propaganda, Nazi-Symbolismus oder FÃ¶rderung der Ideologie des Nationalsozialismus ', ",1500 to 5000
"'Leute kontaktieren, die klar gemacht haben, dass sie keinen Kontakt wollen. Dogpiling ', ",1500 to 5000
"'keine nicht markierte Werbung ', 'keine automatisierte und/oder Ã¼bermÃ¤ÃŸige Werbung ', ",1500 to 5000
"'kein sexueller Inhalt oder Gewaltdarstellungen ', ",1500 to 5000
"'keine Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren ']",1500 to 5000
"['Prohibido el SPAM', ",1500 to 5000
"'El idioma principal de la cuenta debe ser el espaÃ±ol.', ",1500 to 5000
"'No insulte, ofenda, ni moleste a otros usuarios', ",1500 to 5000
"'Prohibidos discursos de odio (racismo, nazismo, transfobia...).', ",1500 to 5000
'Publica contenido sensible bajo aviso de contenido.'],1500 to 5000
"['Sexually explicit or violent media must be marked as sensitive when posting', ",5000
"'No racism, sexism, homophobia, transphobia, xenophobia, or casteism, including targeted misgendering, deadnaming, or promotion of so-called ""conversion therapy""',",5000
"'No incitement of violence or promotion of violent ideologies', 'No harassment, dogpiling or doxxing of other users', ",5000
"'No content illegal in United States', 'While English is our primary language, you are free to use any language here! We will translate reported posts in other languages to English.']",5000
"['This server is dedicated to Freemasonry. You do not have to be a Freemason to participate, but we do require all users to observe Masonic etiquette.', ",5000
"'This server is not Tyled and so anything posted here can be read by anyone in the world, even if they are not registered on this server. Please be mindful of that. ', ",5000
"'It is especially important to not post notices of meetings or other announcements where personal contact information of anyone - other than yourself - is displayed. ', 'We do not allow spam. Any posts deemed by us at our absolute discretion to be spam will be deleted without notice and the account suspended without appeal.', ",5000
"'The preferred language on this server is English. Please understand that any posts not in English may be deleted, especially if we think they look like spam.']",5000
"['Stay legal. Respect international laws, including the laws of France (where this server is hosted) and the laws of your own country.', ",5000
"'Be respectful. Personal attacks, dogpiling, harassment, and stalking are prohibited. This includes harassing other servers because you disagree with their policies.', ",5000
"'No hate speech. Content that is racist, sexist, transphobic, or otherwise hateful or discriminatory is prohibited.', ",5000
"'No screenshot dunking. Do not post screenshots of other posts just to add negative commentary.', ",5000
"'Suggestive and adult content is welcome but must set the sensitive content flag and have a reasonably detailed content warning (CW). Examples include nudity, sex, fetishes, kinks, blood, gore, and illicit drugs. A generic â€œNSFWâ€ CW is not sufficient, telling what kinks are included is important.', 'IRL suggestive and adult content, including photo manipulations, must be posted as unlisted.', ",5000
"'Suggestive and adult content depicting characters who are or appear to be under 18 is strictly prohibited.', ",5000
"'Suggestive and adult content depicting non-sapient animals is strictly prohibited.', 'Sensitive topics such as politics and religion must have a content warning. We agree these topics are important. We also believe users should be able to choose when to engage with them.', 'Requests for financial help are allowed in moderation when posted under a â€œMutual aid requestâ€ content warning.', ",5000
"'Automated toots on Meow must be unlisted and comply with all relevant CW rules. This ensures the local timeline is preserved for people engaging directly with Meow.', 'Misinformation is prohibited. This includes conspiracy theories, propaganda, anti-vaccines, and climate change denial. Jokes posted behind a CW are permitted.', ",5000
"'When posting art that is not your own, you must credit the artist in the body of your post. A link to the relevant webpage in the artistâ€™s gallery is preferred.', ",5000
"'No promotion of crypto. This includes cryptocurrencies, NFTs, blockchains, and similar technologies.', ",5000
"'AI generated content must be posted behind an â€œAI contentâ€ content warning. Specify if possible ""AI art"", ""AI writing"", ""AI photography"" and so on.', '",5000
"Callout posts must include sufficient information in the post to justify the claims. Unsubstantiated callouts may be deleted.', ",5000
"'You must be at least 15 years old to create an account on this server.', 'Neither avatars nor headers may contain anything that would require a content warning.', ",5000
"'Do not impersonate another person or an organization you do not represent. This includes using someone elseâ€™s character or likeness without permission.', ",5000
"'Parody accounts of brands and public figures are permitted. They must be clearly marked as parody in the profile description.', ",5000
"'Bot accounts are permitted. They must be clearly marked as bots in the profile description. Bots that cause excessive server load will be suspended.', ",5000
"'Ban evasion is prohibited. You may not create another account on this instance if your previous account was suspended.', ",5000
"'(Not reportable) CWs and sensitive content flags are strongly encouraged, but not required, for posts likely to be triggering. For instance, consider a CW for posts with food/alcohol, eye contact, flashing lights, or spiders.', ",5000
"'(Not reportable) Image descriptions, also known as alt text, are strongly encouraged but not required.']",5000
"['Donâ€™t do anything thatâ€™s illegal in the UK or EU.', ",5000
"'Aggression and elitism are unwelcome here - itâ€™s not a competition. Donâ€™t assume you know better than the person youâ€™re talking to.', ",5000
"'We want to be inclusive; do not engage in exclusionary behaviour or language against anyone based on their race, caste, gender (binary, assigned or otherwise), disability, mental health, sexual orientation, level of education or age.', ",5000
"'Donâ€™t make exclusionary jokes. Donâ€™t even make them â€œironicallyâ€.', ",5000
"'Donâ€™t harass people. Unconsented contact or sexual attention can constitute harassment, even if it wasnâ€™t intended to cause upset. Dressing or acting in a certain way is not consent.']",5000
"['No racism, misogyny, homo/transphobia, ableism or other oppressive behaviour. ', ",5000
"'No right wing bullshit and no authoritarian left wing apologetics. ', 'No harassment.', 'No electoral propaganda/campaigning.', ",5000
"'No misinformation or conspiracy theories.', ",5000
"'No promotion of capitalism, meritocracy or a commercial enterprise.', ",5000
"'No spam.', 'No sexualized images without consent.', ",5000
"'No glorification of nation states or militarism.', ",5000
"'Propaganda from the USSR, CCP, or DPRK is not allowed.']",5000
"['We are inclusive and welcoming to everyone of all ages, nations, races, genders, faiths, and creeds.', ",5000
"'Please keep our space safe for all and family friendly. No spamming. No personal attacks. Your opinions are welcome, but we encourage thoughtful conversation over provocation. ', ",5000
"'I actively moderate and will immediately suspend without appeal and in my sole judgement any account that violates the rules. I also, from time to time, de-federate any servers whose users act as a group to harass or attack this server or our users. ', ",5000
"'Full rules at https://www.mozilla.org/en-US/about/governance/policies/social-content-policies/ Mozilla has done an excellent job of describing how a well run social network should be governed. I encourage you to read it.', ",5000
' By joining TWiT.social you agree to adhere to these rules. Thank you! --Leo '],5000
"['Sexually explicit or violent media must be marked as sensitive when posting', ",5000
"'No racism, sexism, homophobia, transphobia, xenophobia, or casteism', ",5000
"'No incitement of violence or promotion of violent ideologies', ",5000
"'No harassment, dogpiling or doxxing of other users', ",5000
"'No content illegal in EU', ",5000
'Do not share intentionally false or misleading information'],5000
,5000
"['Be excellent to each other', ",5000
"'Pornography or Rule 34 content of any kind is not permitted. NSFW content (i.e. artistic nudity) must be hidden behind a content warning, the NSFW filter, or marked as unlisted/private. ', ",5000
"'Incessant posting, soapboxing, campaigning, or harassment for any cause/belief/opinion violates rule no. 1 and is not tolerated. Accounts that engage in such behaviour publicly or direct it towards other users will be terminated.', ",5000
"'Please do not spam or advertise for third parties/sponsors. This includes and is not limited to: selling items that are not your own creation, selling toots or offering toots for sale, and acting as a dealer engaged in trade. ', ",5000
"'Please report violations of these rules to the admin.', ",5000
"'This instance is hosted by Masto.host and abides by its terms of service. The server is located in the EU in France and obeys all applicable laws.', ",5000
"'Using Socel to circumvent restrictions or suspensions on other fediverse servers will result in your account being immediately terminated without warning.', ",5000
"'NFT and other blockchain-based works in any form are prohibited; even if they are your own creation. Please do not post, share, promote, offer for sale, or otherwise engage in trade, any work based on these technologies.']",5000
"['Vous pouvez publier en FranÃ§ais ou Anglais sans apporter de traduction, merci de fournir une traduction pour toute autre publication.', ",5000
"'Les publications Ã  visÃ©e publicitaire sont interdites ici', ",5000
"'Enfin, tout contenu jugÃ© non conforme Ã  la lÃ©gislation franÃ§aise est interdit ici.']",5000
"[""Don't be a dick."", ",5000
"'No hacking.', ",5000
"'No violence.', ",5000
"'No fascism. ', ",5000
"'No colonialism.', ",5000
"'No white supremacy.', ",5000
"'No religious extremism. ', ",5000
"'No nationalism.', ",5000
"'No racism.', ",5000
"'No homophobia.', ",5000
"'No transphobia.', ",5000
"'Safe Space: LGTBQIA+', ",5000
"'Safe Space: neurodivergent (ADHD, Autism, etc.) ']",5000
"['You must read the rules.', ",5000
"'You MUST describe your link to NZ as part of your reason for wanting to join on the next page. Applications without this will be declined. You must be a kiwi or honorary kiwi, at home or abroad, to join Mastodon.nz.', ",5000
"'You may only have one account on Mastodon.nz and be at least 13 years of age.', ",5000
"'Personal accounts only. We do not allow bots, commercial, business, organisation or purely promotional accounts.', ",5000
"'Automated cross-posting from other services such as twitter is considered to be a bot and is not allowed. If you have a blog or something and you want feed that through, this is generally fine.', ""No spamming. The occasional mention of your shop, fundraiser etc. is fine. It's hard to give a defined daily limit of what constitutes spam. Personal or professional (i.e. Mutual Aid/Kickstarters) fundraisers must be clearly tagged as such."", ",5000
"'Content Warnings are mandatory on posts containing gore and/or violence. Posts about politics must be tagged one or more of #nzpol, #tÅrangapÅ«, #pol, and/or #politics, and optionally may be content warned.', ",5000
"'No impersonation of others. We may consider obvious parody accounts, but they must be agreed with @theMods in advance.', 'No hate speech, racism, sexism, ableism, homophobia or transphobia.', ",5000
"'No illegal content, gore or violence for the sake of it, incitement of violence or promotion of violent ideologies or conspiracy theories.', ""No NSFW content. A bit of casual swearing is fine, but don't be derogatory or aggressive to other users (see rule 12)."", 'Be kind. No abuse or harassment will be tolerated. ', ",5000
"'No doxxing other users.', ",5000
"'Content hosted on Mastodon.nz or produced by its users may not be reused outside of the fediverse without the express permission of the author(s).', ",5000
"'Mastodon.nz complies with copyright laws. We expect you to as well. Your content must be your own or acceptable use.', ",5000
"'Image descriptions: It is expected that users will add image descriptions to their uploads for\r\nour visually impaired users. Unless there is a reason you can not, you must do so.', ",5000
'Copy of rules with more detailed guidance can be found at https://mastodon.nz/rules.pdf'],5000
"['Respect everyone.', ",5000
"'No NSFW without content-warning.', ",5000
"'No content illegal in EU or South Africa.',",5000
" ""Don't spam."", ",5000
'Do not share intentionally false or misleading information.'],5000
"['Bot accounts must comply with the eligibility rules', ",5000
"'Brands are not allowed', 'All users must comply with the Code of Conduct', ",5000
"'No harassment or bullying allowed', 'No adult 18+ images allowed', ",5000
'No sexualised or suggestive images of children allowed'],5000
"['No racism, sexism, homophobia, transphobia, xenophobia, or discrimination in general', ",5000
"'No sexually explicit or violent media ', 'No harassment, dogpiling or doxxing of other users', ",5000
"'Do not share intentionally false or misleading information', ",5000
"'Follow the Code of Conduct', ",5000
"'No spam or using an account solely for advertising', ",5000
"'Your account bio or post history should in some way indicate interest in AI', ",5000
"'Accounts which primarily produce the content of posts via software must be clearly identified as being bots', ",5000
'No flooding the public timelines (making lots of public posts in quick succession)'],5000
"['No Discrimination. No hate speech that espouses sexist beliefs, ableist rhetoric, or targets minorities and other marginalized groups (e.g. queerphobia, racism, misogyny, etc.). This includes slurs and any other verbiage used in ways to demean marginalized people.', ",5000
"Use content warnings! While sexual content and fictional gore is allowed, it must be used with the CW button and can't be used in banners/icons. It's a good idea to use CWs for heavier topics too. However, it's not needed for media like simple nudity, educational content, and classical art., ",5000
"'No harassment! Do not send aggressive unwanted criticism, disparaging remarks, unwanted advances, stalk other users, calllout, vague post or circumvent blocks. Also do not attempt vigilantism, please simply report other users for violating our rules instead of policing them yourself!', ",5000
"18+ only! No one under the age of 18 may create an account or interact with CW'd content on this server. Users on this server must also communicate in age appropriate ways with minors on other servers. Those found violating this rule will be immediately suspended., ",5000
"No copyright infringement! Users must have the right to use the media they post. In cases where they don't, it must fall under Fair Use (e.g. fan art and fan fiction created by the user). Users must also give proper attribution to the original creators of the content., ",5000
"'No attacks against kink communities! This instance is pro-kink and is meant for people to be able to freely express their kinks in a judgement free environment.', ",5000
"'No abusive beliefs related to consent! While clearly marked fiction is fine, we take a hard stance against those with ideals that advocate harmful contact in real life. This includes sexual or romantic contact between adults and minors, humans and animals, or others who cannot or did not consent.',",5000
" 'Only post consensual and legal content! When posting sexual content, all parties must have consented to its creation and it being posted. That means no revenge porn, no sexual content featuring real or realistic renderings of people under the age of 18, and no sexual content of real animals.', ",5000
