,rules
453,na bi ri cainntghràin gràinchinnidh oillt tharghnèitheach no gràin sam bith eile tha oillt tharghnèitheach a gabhail astaigh brosnachadh teiripe iompachaidh agus cleachdadh na seannghnè mìghnèitheachadh no an tseannainm marbhainmeachadh a dhaonaghnothach
454,na postaich dad a tha mìlaghail nad dhùthaich fhèin ach ma chuireas an lagh do bhith fo cunnart no sa ghearmailt far a bheil am frithealaiche seo
455,tha lomnochd ceadaichte ma chuireas tu air cùlaibh rabhadh susbainte i is comharra gu bheil na meadhanan frionasach gidheadh chan eil sinn ag iarraidh pòrnografachd
456,na sgaoil mìfhios mu chùisean slàinte no poileataigeach gu hàraidh ma chì thu beachd a b fìorthoil leat creidsinn feuch gun dearbh thu gu bheil e fìor le beagan rannsachaidh mus brosnaich thu e
457,tha seo a gabhail astaigh spama oilbheum a dhaonaghnothach maoidheadh is innse bhreugan mu chàch na cleachd tòrr thagaichean hais ann am postaichean nach buinn ri cuspair an taga
458,tha seo a gabhail astaigh an ainm seòladh àireamh fòn msaa
459,no illegal content
460,no false or misleading content
461,no harassment dogpiling or doxxing of other users
462,no incitement of violence or promotion of violent ideologies
463,no racism sexism homophobia transphobia xenophobia or casteism
464,no nsfw profile picturesbanners
465,no nsfw usernamesdisplay names
466,sexually explicit images or video must be nsfw tagged and must have a content warning with short nonexplicit description
467,posting obscene or graphic imagery involving children especially of sexual nature posts that contain or could be reasonably thought to contain real children engaged in sexual activities will be reported to child protective services andor an appropriate law enforcement agency
468,this instance is made for individuals older than 18yo your account may be suspended if youre under 18
469,brand accounts are not allowed this instance is for individuals only
470,do not register your account via torvpnhosting provider you may not be accepted
471,english only if you sign up with the reason not in english then your application will be denied
472,this instance is under the jurisdiction of western australia all posts on this instance must abide by the wa laws and the australian laws
473,we do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups
474,we do not tolerate threatening behavior stalking and doxxing
475,we do not tolerate harassment including brigadier dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted
476,we do not tolerate mobbing including namecalling intentional misgendering or deadnaming
477,we do not tolerate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism
478,we do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the abovementioned andor similar behavior
479,actions intended to damage this instance or its performance may lead to immediate account suspension
480,content that is illegal in germany will be deleted and may lead to immediate account suspension
481,we adrian dorian and tom are maintaining this instance on our spare time hardware and nerves dont push either of those
482,diese mastodoninstanz wird als privates hobby ohne garantie für verfügbarkeit betrieben es besteht kein anspruch auf jederzeitigen funktionierenden zugang zum konto ich werde geplante downtimes vorab über den account isidor ankündigen
483,auf dieser instanz sind alle nutzerinnen und nutzer willkommen egal welcher politischen religiösen oder sexuellen ausrichtung und geschlechtlicher identität
484,wenn aber der eindruck entsteht dass hier jemand beleidigend diskriminierend oder schlicht nervtötend wird behalte ich mir das recht vor auch ohne ankündigung accounts zu sanktionieren oder zu deaktivieren
485,ich gehe davon aus dass alle nutzerinnen und nutzer dieser instanz in der lage sind sich selbst gegenüber anderen zur wehr zu setzen und querelen unter einander zu klären die meinungsfreiheit erlaubt auch hitzige debatten werden grenzen überschritten gilt jedoch ziffer 3
486,sollten deine posts themen wie gewalt sexuell eindeutige inhalte todkrankheit oder politische inhalte während kriegszeiten behandeln besonders wenn diese themen negativ oder kontrovers sind ist es unerlässlich die inhaltswarnung content warning cw funktion zu nutzen
487,rules huh be a decent human being be nice to everyone and only invite people that are real we try to keep the bots out i dont want to have too much work with moderating
488,nsfw is fine but mark it as nsfw no hardcore child zoo stuff
489,sexually explicit or violent media must be marked as sensitive when posting
490,no racism sexism homophobia transphobia xenophobia or casteism
491,no incitement of violence or promotion of violent ideologies
492,no harassment dogpiling or doxxing of other users
