,instance,rule,preprocessed rules,lang
179,mstdn.at,"Rassismus, Sexismus oder Beschimpfungen haben hier nichts verloren.",rassismus sexismus oder beschimpfungen haben hier nichts verloren,non-Englsih
180,mstdn.at,Nicht markierter sexueller Inhalt und/oder Gewaltdarstellungen in jeglicher Form sind nicht erlaubt.,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt,non-Englsih
181,mstdn.at,"Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren, werden gelöscht",bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht,non-Englsih
182,mstdn.at,Übermässige Werbung / Spam / Spamflut von wiederholenden Tröts sind nicht erwünscht.,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht,non-Englsih
183,ma.fono.jp,"日本国内で違法とされている行為をしないこと
実写エロ無修正や犯罪教唆、著作権法違反、不正指令電磁的記録の頒布など",日本国内で違法とされている行為をしないこと 実写エロ無修正や犯罪教唆著作権法違反不正指令電磁的記録の頒布など,non-Englsih
184,ma.fono.jp,"過剰にサーバーに負荷をかける行為をしないこと
大量のリクエスト呼び出し、限度を超えて反復する巨大ファイルのアップロードなど、他人の利用に影響が出かねない行為をしないこと",過剰にサーバーに負荷をかける行為をしないこと 大量のリクエスト呼び出し限度を超えて反復する巨大ファイルのアップロードなど他人の利用に影響が出かねない行為をしないこと,non-Englsih
185,ma.fono.jp,"コミュニティに荒らさないこと
荒れた反応をしたくなる相手は自発的にミュート・ブロックすること
また、過度な煽り、機能の濫用、CWの無設定など人に優しくないTLを作らないこと",コミュニティに荒らさないこと 荒れた反応をしたくなる相手は自発的にミュートブロックすること また過度な煽り機能の濫用cwの無設定など人に優しくないtlを作らないこと,non-Englsih
186,ma.fono.jp,"性的(R-18)コンテンツ・政的コンテンツについてはCWすること
「せいてきこんてんつ」はCWと覚えてください。職場で見ても大丈夫なTLにしましょう",性的r18コンテンツ政的コンテンツについてはcwすること せいてきこんてんつはcwと覚えてください職場で見ても大丈夫なtlにしましょう,non-Englsih
187,ma.fono.jp,"使い方を読んでから始めること
https://hackmd.io/@-EpuHmVyRGiBcYNDHFk3pQ/SJ93ltqTa",使い方を読んでから始めること httpshackmdioepuhmvyrgibcyndhfk3pqsj93ltqta,non-Englsih
188,friendica.hubup.pro,1. Preamble,1 preamble,non-Englsih
189,friendica.hubup.pro,"Friendica is a decentralised communications platform that integrates social communication. The website at https://friendica.hubup.pro, known as HubUp^PRO Collective, is an independent not-for-profit service that uses Friendica's source code. WE, the owner and operator of the website, provide this service to YOU under these terms.",friendica is a decentralised communications platform that integrates social communication the website at httpsfriendicahubuppro known as hubuppro collective is an independent notforprofit service that uses friendicas source code we the owner and operator of the website provide this service to you under these terms,English
190,friendica.hubup.pro,"By accessing the website at https://friendica.hubup.pro, you are agreeing to be bound by these terms of service, all applicable laws and regulations, and agree that you are responsible for compliance with any applicable local laws. If you do not agree with any of these terms, you are prohibited from using or accessing this website",by accessing the website at httpsfriendicahubuppro you are agreeing to be bound by these terms of service all applicable laws and regulations and agree that you are responsible for compliance with any applicable local laws if you do not agree with any of these terms you are prohibited from using or accessing this website,English
191,friendica.hubup.pro,This website is available only to individuals who are at least 15 years old.,this website is available only to individuals who are at least 15 years old,English
192,friendica.hubup.pro,"2. Username, Password, Security",2 username password security,English
193,friendica.hubup.pro,"If you create an account on this website, you agree to be entirely responsible for maintaining the confidentiality of your password. You are entirely responsible for all activities that occur under/or with your username and password. You agree to notify immediately the website administrator  at info@hubup.pro of any unauthorized uses of your account or any other breaches of security.",if you create an account on this website you agree to be entirely responsible for maintaining the confidentiality of your password you are entirely responsible for all activities that occur underor with your username and password you agree to notify immediately the website administrator at infohubuppro of any unauthorized uses of your account or any other breaches of security,English
194,friendica.hubup.pro,"We will not be liable for any loss that you may incur as a result of someone else using your username or password, either with or without your knowledge.",we will not be liable for any loss that you may incur as a result of someone else using your username or password either with or without your knowledge,English
195,friendica.hubup.pro,3. Content,3 content,non-Englsih
196,friendica.hubup.pro,"All content  posted via this website is the sole responsibility of the person who originated such content. We may not monitor or control the content posted via this website, and we cannot take responsibility for such content.",all content posted via this website is the sole responsibility of the person who originated such content we may not monitor or control the content posted via this website and we cannot take responsibility for such content,English
197,friendica.hubup.pro,"If you are exposed to spamming, online harassment, grossly offensive content or illegal content, you may notify the website administrator.",if you are exposed to spamming online harassment grossly offensive content or illegal content you may notify the website administrator,English
198,friendica.hubup.pro,Your posts:,your posts,non-Englsih
199,friendica.hubup.pro,"* You are responsible for any content you provide, including compliance with applicable laws, rules, and regulations.",you are responsible for any content you provide including compliance with applicable laws rules and regulations,English
200,friendica.hubup.pro,"* Content that you provide may be removed, if it is perceived as not complying with applicable laws, rules, and regulations.",content that you provide may be removed if it is perceived as not complying with applicable laws rules and regulations,English
