,instance,rule,preprocessed rules,lang
197,mastodon.social,Repeat attempts to communicate with users who have blocked you or creation of accounts solely to harass or insult individuals is strictly prohibited. Coordinated activity to attack other users is prohibited. Posting of private personal information about others is prohibited.,repeat attempts to communicate with users who have blocked you or creation of accounts solely to harass or insult individuals is strictly prohibited coordinated activity to attack other users is prohibited posting of private personal information about others is prohibited,English
198,mastodon.social,"False and misleading information and links from low-quality sources may not be posted, especially if they are likely to mislead or confuse others or endanger their safety.",false and misleading information and links from lowquality sources may not be posted especially if they are likely to mislead or confuse others or endanger their safety,English
199,mastodon.social,"Content created by others must clearly provide a reference to the author, creator, or source. For adult content, this should include performers. Accounts may not solely post AI-generated content.",content created by others must clearly provide a reference to the author creator or source for adult content this should include performers accounts may not solely post aigenerated content,English
200,ieji.de,No explicit content allowed,no explicit content allowed,English
201,ieji.de,Erotic content must have content warning,erotic content must have content warning,English
202,ieji.de,No harassment allowed,no harassment allowed,English
203,ieji.de,No backlink accounts allowed,no backlink accounts allowed,English
204,ieji.de,Unlawful content is forbidden,unlawful content is forbidden,English
205,metalhead.club,No pornography,no pornography,non-Englsih
206,metalhead.club,No insulting / hate speech,no insulting hate speech,English
207,metalhead.club,No racism,no racism,non-Englsih
208,metalhead.club,No extremist political content,no extremist political content,non-Englsih
209,metalhead.club,"This server is for humans, not for bots! If you intend to bulk-send posts, this instance is not for you. (use botsin.space)",this server is for humans not for bots if you intend to bulksend posts this instance is not for you use botsinspace,English
210,metalhead.club,Upload / distribute only content that you have permission for.,upload distribute only content that you have permission for,English
211,metalhead.club,"No ads, except for featuring your own creative Metal music content (music, articles, reviews, ...)",no ads except for featuring your own creative metal music content music articles reviews,English
212,metalhead.club,Misusing unrelated hashtags on posts for better visibility is prohibited ,misusing unrelated hashtags on posts for better visibility is prohibited,English
213,fosstodon.org,"Do not use slurs or racist, sexist, homophobic, transphobic, ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy, anti-Semitism, transphobia or other hateful ideologies.",do not use slurs or racist sexist homophobic transphobic ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy antisemitism transphobia or other hateful ideologies,English
214,fosstodon.org,"Do not harass anyone, participate in group harassment of anyone, or otherwise engage in personal attacks. Posting or threatening to post other people’s personally identifying information (“doxing”) constitutes harassment.",do not harass anyone participate in group harassment of anyone or otherwise engage in personal attacks posting or threatening to post other peoples personally identifying information doxing constitutes harassment,English
215,fosstodon.org,Do not be intentionally antagonistic. A post or reply designed to provoke a confrontation is not acceptable.,do not be intentionally antagonistic a post or reply designed to provoke a confrontation is not acceptable,English
216,fosstodon.org,"Do not post adult content, including pictures containing nudity, or unwelcome sexual attention (including sexualized comments or jokes).",do not post adult content including pictures containing nudity or unwelcome sexual attention including sexualized comments or jokes,English
217,fosstodon.org,"Do not post spam. Toots that are nothing other than a link and/or contain an inordinate number of hashtags are spam, as does any overly commercial self-promotion. (It is fine to toot about your own projects and share what you are excited to be working on — just keep the toot itself interesting).",do not post spam toots that are nothing other than a link andor contain an inordinate number of hashtags are spam as does any overly commercial selfpromotion it is fine to toot about your own projects and share what you are excited to be working on just keep the toot itself interesting,English
218,fosstodon.org,Do not use automated tools to toot without participating in the community. It is fine to post with an automated tool so long as you are an active member of the Fosstodon community and respond to replies you receive here. Unmonitored accounts that post automatically are not acceptable.,do not use automated tools to toot without participating in the community it is fine to post with an automated tool so long as you are an active member of the fosstodon community and respond to replies you receive here unmonitored accounts that post automatically are not acceptable,English
219,fosstodon.org,"Do not “shitpost” - while humorous posts are allowed, and actually encouraged, there is no place for “shitposting” on Fosstodon.",do not shitpost while humorous posts are allowed and actually encouraged there is no place for shitposting on fosstodon,English
220,fosstodon.org,"Do not post about inflammatory, controversial subjects without a Content Warning.",do not post about inflammatory controversial subjects without a content warning,English
221,fosstodon.org,"Do not engage in name calling, ad hominem attacks, or any other uncivil behaviour; criticize ideas, never people.",do not engage in name calling ad hominem attacks or any other uncivil behaviour criticize ideas never people,English
222,fosstodon.org,"Do not tone police. Toots may violate the standards of civility we set on Fosstodon, but you should not criticize users for their tone. Report them or feel free to block them. In neither case should you criticize their tone.",do not tone police toots may violate the standards of civility we set on fosstodon but you should not criticize users for their tone report them or feel free to block them in neither case should you criticize their tone,English
