,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
119,146,moe.cat,No content that violates the law of Japan and your nation is allowed,no content that violates the law of japan and your nation is allowed,English,no content that violates the law of japan and your nation is allowed
120,147,moe.cat,"Use the ""Content Warning (CW)"" switch for any possible sensitive, NSFW content, or anything that might make others uncomfortable, to avoid troubles for other users",use the content warning cw switch for any possible sensitive nsfw content or anything that might make others uncomfortable to avoid troubles for other users,English,use the content warning cw switch for any possible sensitive nsfw content or anything that might make others uncomfortable to avoid troubles for other users
121,148,moe.cat,"Please note that ActivityPub network is not anonymous, any data may be public accessible or be provided to law enforcement agencies under proper legal framework",please note that activitypub network is not anonymous any data may be public accessible or be provided to law enforcement agencies under proper legal framework,English,please note that activitypub network is not anonymous any data may be public accessible or be provided to law enforcement agencies under proper legal framework
122,149,moe.cat,"Please, no politic conversations",please no politic conversations,English,please no politic conversations
123,150,moe.cat,"Account(s) posting large amount of adult content, or posting mainly adult content, are NOT welcomed",accounts posting large amount of adult content or posting mainly adult content are not welcomed,English,accounts posting large amount of adult content or posting mainly adult content are not welcomed
124,151,moe.cat,Administrators reserve the final right to judge whether any given content is appropriate or not.,administrators reserve the final right to judge whether any given content is appropriate or not,English,administrators reserve the final right to judge whether any given content is appropriate or not
125,152,bookwor.ms,Behave according to the laws of Japan. 日本の法に従ってください。,behave according to the laws of japan 日本の法に従ってください,English,behave according to the laws of japan 日本の法に従ってください
126,153,bookwor.ms, Any discrimination is not allowed. いかなる差別も許容しません。 ,any discrimination is not allowed いかなる差別も許容しません,English,any discrimination is not allowed いかなる差別も許容しません
127,154,bookwor.ms,"Spoilers, Pornography, Violence, etc., should be marked sensitive when posting. ねたばらし、ポルノグラフィ、暴力などはCW/NSFWしてね",spoilers pornography violence etc should be marked sensitive when posting ねたばらしポルノグラフィ暴力などはcwnsfwしてね,English,spoilers pornography violence etc should be marked sensitive when posting ねたばらしポルノグラフィ暴力などはcwnsfwしてね
128,155,bookwor.ms,We do not welcome sexually explicit content. エロ系の内容はあんまり歓迎しません。 ,we do not welcome sexually explicit content エロ系の内容はあんまり歓迎しません,English,we do not welcome sexually explicit content エロ系の内容はあんまり歓迎しません
129,156,bookwor.ms,See the guideline for more detail. 詳しくはガイドラインを見てね。,see the guideline for more detail 詳しくはガイドラインを見てね,English,see the guideline for more detail 詳しくはガイドラインを見てね
130,157,esperanto.masto.host,Babilu esperante,babilu esperante,non-Englsih,Chat in Esperanto
131,158,esperanto.masto.host,Ne estu anusuloj,ne estu anusuloj,non-Englsih,Don't be anus
132,159,esperanto.masto.host,Ne forgesu la akuzativon,ne forgesu la akuzativon,non-Englsih,Don't forget the accusative
133,160,toot.si,No discriminatory behaviour and content promoting or advocating the oppression of members of marginalised groups.,no discriminatory behaviour and content promoting or advocating the oppression of members of marginalised groups,English,no discriminatory behaviour and content promoting or advocating the oppression of members of marginalised groups
134,161,toot.si,"No threatening behaviour, stalking, doxxing, mobbing, including name-calling, intentional misgendering or deadnaming.",no threatening behaviour stalking doxxing mobbing including namecalling intentional misgendering or deadnaming,English,no threatening behaviour stalking doxxing mobbing including namecalling intentional misgendering or deadnaming
135,162,toot.si,"No harassment, including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted.",no harassment including brigading dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted,English,no harassment including brigading dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted
136,163,toot.si,"No conspiracy narratives, nationalist propaganda, reactionary myths, Nazi symbolism or promoting the ideology of National Socialism.",no conspiracy narratives nationalist propaganda reactionary myths nazi symbolism or promoting the ideology of national socialism,English,no conspiracy narratives nationalist propaganda reactionary myths nazi symbolism or promoting the ideology of national socialism
137,164,toot.si,"Do not publish private conversations, except to the moderation team if you need to report them. ",do not publish private conversations except to the moderation team if you need to report them,English,do not publish private conversations except to the moderation team if you need to report them
